event_id,season,player_id,player_name,from_club_id,from_club,to_club_id,to_club,semantic_type,fee_text,paired_internal_faces,source_faces
TM-2026-00059,2026/27,1066196,Matteo Barbini,252,Genoa CFC,91510,Dolomiti Bellunesi,LOAN,loan transfer,0,OUT
TM-2026-00060,2026/27,1066196,Matteo Barbini,91510,Dolomiti Bellunesi,252,Genoa CFC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00061,2026/27,1066206,Toni Fernández,131,FC Barcelona,607,Venezia FC,LOAN,loan transfer,0,IN
TM-2026-00062,2026/27,1070284,Emerick Lopes,6574,US Sassuolo,52687,Alcione Milano,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2026-00063,2026/27,1073023,Radoslaw Zelezny,12,AS Roma,839,AC Perugia Calcio,LOAN,loan transfer,0,OUT
TM-2026-00064,2026/27,1074917,Jonathan Silva,3037,Calcio Padova,416,Torino FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00065,2026/27,1074917,Jonathan Silva,416,Torino FC,2581,Mantova 1911,LOAN,loan transfer,0,OUT
TM-2026-00066,2026/27,1077175,Honest Ahanor,800,Atalanta BC,873,Crystal Palace,LOAN,loan transfer,0,OUT
TM-2026-00067,2026/27,1078164,Demi Akarakiri,6920,Everton FC U18,1390,Cagliari Calcio,FREE_TRANSFER,free transfer,0,IN
TM-2026-00068,2026/27,1078784,Giulio Vinciati,10959,Udinese Primavera,410,Udinese Calcio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00069,2026/27,1082581,Pedro Felipe,6574,US Sassuolo,41101,Juventus Next Gen,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,OUT
TM-2026-00070,2026/27,1084756,Plamen Penev,5618,Lecce Primavera,1005,US Lecce,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00071,2026/27,1086590,Alejandro Cichero,17664,Frosinone Primavera,8970,Frosinone Calcio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00072,2026/27,1087009,Abdou-Salam Konate,5243,Parma Primavera,130,Parma Calcio 1913,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00073,2026/27,1089770,Joi Nuredini,8517,Genoa U20,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00074,2026/27,1104206,Agustín Albarracín,1390,Cagliari Calcio,1532,Albacete Balompié,LOAN,loan transfer,0,OUT
TM-2026-00075,2026/27,1105124,Elijah Scott,5618,Lecce Primavera,1005,US Lecce,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00076,2026/27,1105948,Mamedi Doucouré,8517,Genoa U20,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00077,2026/27,1108253,Dimitar Papazov,1025,Bologna FC 1909,839,AC Perugia Calcio,LOAN,loan transfer,0,OUT
TM-2026-00078,2026/27,1108253,Dimitar Papazov,14848,Bologna Primavera,1025,Bologna FC 1909,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00079,2026/27,110923,Mattia Perin,506,Juventus FC,458,Palermo FC,PERMANENT_OR_OTHER_EXPLICIT,€400k,0,OUT
TM-2026-00080,2026/27,1110645,Filipe Bordon,4554,FC Südtirol,398,SS Lazio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00081,2026/27,1111663,Kingstone Mutandwa,1390,Cagliari Calcio,61,Servette FC,LOAN,loan transfer,0,OUT
TM-2026-00082,2026/27,1111663,Kingstone Mutandwa,266,SV Ried,1390,Cagliari Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026 €250k,0,IN
TM-2026-00083,2026/27,111196,Stefan de Vrij,46,Inter Milan,265,Panathinaikos,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00084,2026/27,111426,Benjamin Siegrist,252,Genoa CFC,455,FC Rapid 1923,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,OUT
TM-2026-00085,2026/27,1118086,Sebastian Esposito,7006,Melbourne Victory,1005,US Lecce,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00086,2026/27,1126888,Lamine Fanne,2921,Delfino Pescara 1936,607,Venezia FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00087,2026/27,1130743,Lorenzo Berardi,2921,Delfino Pescara 1936,607,Venezia FC,PERMANENT_OR_OTHER_EXPLICIT,€1.00m,0,IN
TM-2026-00088,2026/27,1131161,Robinio Vaz,12,AS Roma,3008,Hull City,LOAN,Loan fee: €2.00m,0,OUT
TM-2026-00089,2026/27,1136279,Valeri Vladimirov,41107,Milan Futuro,5,AC Milan,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00090,2026/27,1143375,Foe Ondoa,68403,Estoril Praia U23,2919,AC Monza,PERMANENT_OR_OTHER_EXPLICIT,€1.50m,0,IN
TM-2026-00091,2026/27,1144614,Solomon Loubao,2919,AC Monza,4097,US Catanzaro,LOAN,loan transfer,0,OUT
TM-2026-00092,2026/27,1144614,Solomon Loubao,750,FC Sochaux-Montbéliard,2919,AC Monza,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00093,2026/27,1144700,Matías Moreno,3368,Levante UD,430,ACF Fiorentina,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00094,2026/27,1144700,Matías Moreno,430,ACF Fiorentina,607,Venezia FC,LOAN,Loan fee: €500k,1,IN+OUT
TM-2026-00095,2026/27,1148082,Kornel Lisman,238,Lech Poznan,607,Venezia FC,PERMANENT_OR_OTHER_EXPLICIT,€2.50m,0,IN
TM-2026-00096,2026/27,1167990,Mathis Mout,84400,Monza Primavera,2919,AC Monza,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00097,2026/27,1168024,Lorenzo Nyarko,19114,Sassuolo Primavera,6574,US Sassuolo,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00098,2026/27,1172166,Franz-Ethan Meichtry,938,FC Thun,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€4.00m,0,IN
TM-2026-00099,2026/27,1175265,Samba Sakho Dramé,30326,Gelbison,1005,US Lecce,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00100,2026/27,1175298,Emanuele Lulli,11997,Roma U20,12,AS Roma,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00101,2026/27,1175410,Matías Pérez,1005,US Lecce,5747,Deportes La Serena,LOAN,loan transfer,0,OUT
TM-2026-00102,2026/27,1176438,Simone Ascione,4271,US Triestina,607,Venezia FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00103,2026/27,1176438,Simone Ascione,607,Venezia FC,7030,Vis Pesaro 1898,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2026-00104,2026/27,1178488,Idrissa Gueye,347,FC Metz,410,Udinese Calcio,PERMANENT_OR_OTHER_EXPLICIT,€6.00m,0,IN
TM-2026-00105,2026/27,1178488,Idrissa Gueye,410,Udinese Calcio,347,FC Metz,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,OUT
TM-2026-00106,2026/27,1179195,Sankhoun Diawara,1095,ESTAC Troyes,5,AC Milan,PERMANENT_OR_OTHER_EXPLICIT,€2.00m,0,IN
TM-2026-00107,2026/27,1186245,Víctor Valdepeñas,6767,Real Madrid Castilla,430,ACF Fiorentina,PERMANENT_OR_OTHER_EXPLICIT,€8.00m,0,IN
TM-2026-00108,2026/27,1188619,Alessio Cacciamani,5587,SS Juve Stabia,416,Torino FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00109,2026/27,1188771,Aymen Zouin,130,Parma Calcio 1913,3268,Casa Pia AC,LOAN,loan transfer,0,OUT
TM-2026-00110,2026/27,1188771,Aymen Zouin,5380,Inter Milan Primavera,130,Parma Calcio 1913,PERMANENT_OR_OTHER_EXPLICIT,€500k,0,IN
TM-2026-00111,2026/27,1191520,Nils Zätterström,252,Genoa CFC,350,Sheffield United,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,OUT
TM-2026-00112,2026/27,1191921,Andrea Luongo,12130,Torino Primavera,416,Torino FC,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00113,2026/27,1193782,Francesco Bochicchio,56801,GS Arconatese,416,Torino FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2027,0,IN
TM-2026-00114,2026/27,1195798,Mathias Ferrante,6195,SSC Napoli,5542,CPR Ospitaletto,LOAN,loan transfer,0,OUT
TM-2026-00115,2026/27,1200320,Hjalte Lærke,5618,Lecce Primavera,1005,US Lecce,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00116,2026/27,1204163,Andréa Le Borgne,1047,Como 1907,276,Hellas Verona,LOAN,loan transfer,0,OUT
TM-2026-00117,2026/27,1204163,Andréa Le Borgne,14694,Como Primavera,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00118,2026/27,1210116,Abdoulaye Camara,410,Udinese Calcio,8817,Ajax Amsterdam U21,LOAN,loan transfer,0,OUT
TM-2026-00119,2026/27,121985,Juan Jesus,6195,SSC Napoli,607,Venezia FC,FREE_TRANSFER,free transfer,1,IN+OUT
TM-2026-00120,2026/27,1225943,Abdoulie Ndow,8970,Frosinone Calcio,3522,Spezia Calcio,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2026-00121,2026/27,1231230,Thomás De Martis,333,CA Lanús,130,Parma Calcio 1913,LOAN,loan transfer,0,IN
TM-2026-00122,2026/27,1253815,Ricardo Bordon,12816,Lazio U20,398,SS Lazio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00123,2026/27,1259706,Henrique Menke,1047,Como 1907,15083,SC Internacional U20,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,OUT
TM-2026-00124,2026/27,126634,Francesco Rossi,800,Atalanta BC,,Retired,RETIREMENT,-,0,OUT
TM-2026-00125,2026/27,1279526,Christ Inao Oulaï,449,Trabzonspor,430,ACF Fiorentina,PERMANENT_OR_OTHER_EXPLICIT,€26.00m,0,IN
TM-2026-00126,2026/27,128223,Álvaro Morata,1047,Como 1907,1244,CD Leganés,LOAN,loan transfer,0,OUT
TM-2026-00127,2026/27,128223,Álvaro Morata,1047,Como 1907,5,AC Milan,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,1,IN+OUT
TM-2026-00128,2026/27,128223,Álvaro Morata,5,AC Milan,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,€12.00m,1,IN+OUT
TM-2026-00129,2026/27,1283311,Mikel Amondarain,288,Club Estudiantes de La Plata,1025,Bologna FC 1909,PERMANENT_OR_OTHER_EXPLICIT,€10.00m,0,IN
TM-2026-00130,2026/27,1295778,Samuel Wiafe,1385,Modena FC,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€3.00m,0,IN
TM-2026-00131,2026/27,1300966,Branimir Mlacic,410,Udinese Calcio,1010,Watford FC,LOAN,loan transfer,0,OUT
TM-2026-00132,2026/27,1301666,Mattia Esposito,10118,Sorrento 1945,6195,SSC Napoli,PERMANENT_OR_OTHER_EXPLICIT,€700k,0,IN
TM-2026-00133,2026/27,1301666,Mattia Esposito,6195,SSC Napoli,332,SSC Bari,LOAN,loan transfer,0,OUT
TM-2026-00134,2026/27,131075,Francesco Acerbi,46,Inter Milan,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2026-00135,2026/27,1321938,Rufai Mohammed,1101,IF Elfsborg,607,Venezia FC,LOAN,loan transfer,0,IN
TM-2026-00136,2026/27,133179,Marten de Roon,800,Atalanta BC,12,AS Roma,FREE_TRANSFER,free transfer,1,IN+OUT
TM-2026-00137,2026/27,1331917,Muhammed Colley,17664,Frosinone Primavera,8970,Frosinone Calcio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00138,2026/27,1331917,Muhammed Colley,8970,Frosinone Calcio,4106,Casertana FC,LOAN,loan transfer,0,OUT
TM-2026-00139,2026/27,1350478,Federico Croci,49741,Fiorentina Under 17,430,ACF Fiorentina,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00140,2026/27,1355385,Robinho Junior,221,Santos FC,252,Genoa CFC,LOAN,loan transfer,0,IN
TM-2026-00141,2026/27,136111,Nicola Leali,252,Genoa CFC,276,Hellas Verona,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00142,2026/27,136514,Charalabos Lykogiannis,1025,Bologna FC 1909,2441,AEK Athens,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00143,2026/27,1370789,Edoardo Mariani,7030,Vis Pesaro 1898,607,Venezia FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2027,0,IN
TM-2026-00144,2026/27,1371198,Ale Gomes,142,Real Zaragoza,607,Venezia FC,PERMANENT_OR_OTHER_EXPLICIT,€2.00m,0,IN
TM-2026-00145,2026/27,1372355,Mohamed Malang Touré,17257,Venezia Primavera,607,Venezia FC,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2026-00146,2026/27,1385971,Chec Bebel Doumbia,22408,Altamura S.S.,252,Genoa CFC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00147,2026/27,1385971,Chec Bebel Doumbia,252,Genoa CFC,455,FC Rapid 1923,LOAN,loan transfer,0,OUT
TM-2026-00148,2026/27,1438038,Marcelo Vaz,50258,Varesina Calcio,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€300k,0,IN
TM-2026-00149,2026/27,1455976,Bruno Galassi,92878,Real Madrid C,398,SS Lazio,PERMANENT_OR_OTHER_EXPLICIT,?,0,IN
TM-2026-00150,2026/27,148252,Remo Freuler,1025,Bologna FC 1909,683,Olympiacos Piraeus,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00151,2026/27,157507,Adrien Tamèze,416,Torino FC,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2026-00152,2026/27,160241,Kevin Akpoguma,533,TSG 1899 Hoffenheim,8970,Frosinone Calcio,FREE_TRANSFER,free transfer,0,IN
TM-2026-00153,2026/27,161011,Filip Kostic,506,Juventus FC,383,PSV Eindhoven,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00154,2026/27,162959,Daniele Rugani,430,ACF Fiorentina,506,Juventus FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,1,IN+OUT
TM-2026-00155,2026/27,165513,Berat Djimsiti,800,Atalanta BC,52358,Al-Diriyah FC,PERMANENT_OR_OTHER_EXPLICIT,€3.00m,0,OUT
TM-2026-00156,2026/27,167727,Andrea Belotti,1390,Cagliari Calcio,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2026-00157,2026/27,181768,Hernani,2919,AC Monza,458,Palermo FC,PERMANENT_OR_OTHER_EXPLICIT,€1.00m,0,OUT
TM-2026-00158,2026/27,182517,Anthony Partipilo,130,Parma Calcio 1913,5585,Barletta 1922,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00159,2026/27,182517,Anthony Partipilo,332,SSC Bari,130,Parma Calcio 1913,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00160,2026/27,186368,Valentino Lazaro,416,Torino FC,2150,Al-Ain FC,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00161,2026/27,186590,John Stones,281,Manchester City,46,Inter Milan,FREE_TRANSFER,free transfer,0,IN
TM-2026-00162,2026/27,192616,Ulisses Garcia,6574,US Sassuolo,244,Olympique Marseille,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,OUT
TM-2026-00163,2026/27,195736,Florian Grillitsch,1075,SC Braga,8970,Frosinone Calcio,FREE_TRANSFER,free transfer,0,IN
TM-2026-00164,2026/27,197471,Roberto Gagliardini,276,Hellas Verona,1390,Cagliari Calcio,FREE_TRANSFER,free transfer,0,IN
TM-2026-00165,2026/27,197901,Stefano Minelli,607,Venezia FC,56265,Calcio Desenzano,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00166,2026/27,197929,Ivan Provedel,398,SS Lazio,46,Inter Milan,PERMANENT_OR_OTHER_EXPLICIT,€3.00m,1,IN+OUT
TM-2026-00167,2026/27,199258,Andrea Petagna,2919,AC Monza,4172,Pisa Sporting Club,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2026-00168,2026/27,199927,Davide Biraschi,6646,Fatih Karagümrük,8970,Frosinone Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2026-00169,2026/27,199927,Davide Biraschi,8970,Frosinone Calcio,6646,Fatih Karagümrük,PERMANENT_OR_OTHER_EXPLICIT,€400k,0,OUT
TM-2026-00170,2026/27,199953,Caleb Ekuban,252,Genoa CFC,276,Hellas Verona,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00171,2026/27,200056,Elseid Hysaj,398,SS Lazio,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2026-00172,2026/27,207877,Ruslan Malinovskyi,252,Genoa CFC,449,Trabzonspor,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00173,2026/27,207917,Alberto Moreno,1047,Como 1907,237,RCD Mallorca,FREE_TRANSFER,free transfer,0,OUT
TM-2026-00174,2026/27,208172,Mateusz Wieteska,1390,Cagliari Calcio,30974,Wieczysta Krakow,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2026-00175,2026/27,212723,Djibril Sow,368,Sevilla FC,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€4.00m,0,IN
TM-2026-00176,2026/27,215167,Marco Bleve,4159,Carrarese Calcio 1908,1005,US Lecce,FREE_TRANSFER,free transfer,0,IN
TM-2026-00177,2026/27,215649,Mirko Marić,2919,AC Monza,11194,NK Lokomotiva Zagreb,FREE_TRANSFER,free transfer,0,OUT
