event_id,season,player_id,player_name,from_club_id,from_club,to_club_id,to_club,semantic_type,fee_text,paired_internal_faces,source_faces
TM-2023-00063,2023/24,170481,Jean-Daniel Akpa Akpro,398,SS Lazio,2919,AC Monza,LOAN,Loan fee: €500k,1,IN+OUT
TM-2023-00064,2023/24,170481,Jean-Daniel Akpa Akpro,749,FC Empoli,398,SS Lazio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,1,IN+OUT
TM-2023-00065,2023/24,171159,Leo Stulac,458,Palermo FC,749,FC Empoli,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00066,2023/24,171159,Leo Stulac,749,FC Empoli,458,Palermo FC,PERMANENT_OR_OTHER_EXPLICIT,€1.00m,0,OUT
TM-2023-00067,2023/24,180337,Sardar Azmoun,15,Bayer 04 Leverkusen,12,AS Roma,LOAN,loan transfer,0,IN
TM-2023-00068,2023/24,181382,Abdoulaye Touré,252,Genoa CFC,738,Le Havre AC,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00069,2023/24,182581,Tonny Vilhena,380,US Salernitana 1919,714,RCD Espanyol Barcelona,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00070,2023/24,182618,Tiemoué Bakayoko,5,AC Milan,631,Chelsea FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00071,2023/24,182932,Davy Klaassen,610,Ajax Amsterdam,46,Inter Milan,FREE_TRANSFER,free transfer,0,IN
TM-2023-00072,2023/24,183841,Petar Stojanović,749,FC Empoli,1038,UC Sampdoria,LOAN,loan transfer,0,OUT
TM-2023-00073,2023/24,186368,Valentino Lazaro,416,Torino FC,46,Inter Milan,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,1,IN+OUT
TM-2023-00074,2023/24,186368,Valentino Lazaro,46,Inter Milan,416,Torino FC,PERMANENT_OR_OTHER_EXPLICIT,€3.40m,1,IN+OUT
TM-2023-00075,2023/24,187587,Ante Rebić,5,AC Milan,114,Besiktas JK,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00076,2023/24,188436,Luigi Canotto,1386,LFA Reggio Calabria,8970,Frosinone Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00077,2023/24,188436,Luigi Canotto,8970,Frosinone Calcio,4031,Cosenza Calcio,LOAN,loan transfer,0,OUT
TM-2023-00078,2023/24,190634,Marko Pajac,252,Genoa CFC,5621,AC Reggiana 1919,LOAN,loan transfer,0,OUT
TM-2023-00079,2023/24,191891,Arkadiusz Milik,244,Olympique Marseille,506,Juventus FC,PERMANENT_OR_OTHER_EXPLICIT,€7.30m,0,IN
TM-2023-00080,2023/24,191891,Arkadiusz Milik,506,Juventus FC,244,Olympique Marseille,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00081,2023/24,192638,Nicolas Haas,749,FC Empoli,434,FC Luzern,LOAN,loan transfer,0,OUT
TM-2023-00082,2023/24,192875,William Troost-Ekong,380,US Salernitana 1919,1010,Watford FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00083,2023/24,193867,Liam Henderson,749,FC Empoli,458,Palermo FC,LOAN,loan transfer,0,OUT
TM-2023-00084,2023/24,194549,Simy,4171,Benevento Calcio,380,US Salernitana 1919,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00085,2023/24,195171,Samu Castillejo,1049,Valencia CF,6574,US Sassuolo,LOAN,loan transfer,0,IN
TM-2023-00086,2023/24,197470,Mattia Caldara,3522,Spezia Calcio,5,AC Milan,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00087,2023/24,197471,Roberto Gagliardini,46,Inter Milan,2919,AC Monza,FREE_TRANSFER,free transfer,1,IN+OUT
TM-2023-00088,2023/24,197473,Alberto Grassi,130,Parma Calcio 1913,749,FC Empoli,FREE_TRANSFER,free transfer,0,IN
TM-2023-00089,2023/24,197473,Alberto Grassi,749,FC Empoli,130,Parma Calcio 1913,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00090,2023/24,197743,Filippo Costa,6195,SSC Napoli,2655,LR Vicenza,PERMANENT_OR_OTHER_EXPLICIT,€1k,0,OUT
TM-2023-00091,2023/24,197743,Filippo Costa,704,Calcio Foggia 1920,6195,SSC Napoli,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00092,2023/24,197751,Alberto Cerri,1047,Como 1907,1390,Cagliari Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00093,2023/24,197751,Alberto Cerri,1047,Como 1907,749,FC Empoli,LOAN,loan transfer,0,IN
TM-2023-00094,2023/24,197751,Alberto Cerri,1390,Cagliari Calcio,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,€1.25m,0,OUT
TM-2023-00095,2023/24,198087,Matteo Ricci,6646,Fatih Karagümrük,8970,Frosinone Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00096,2023/24,198087,Matteo Ricci,8970,Frosinone Calcio,1038,UC Sampdoria,PERMANENT_OR_OTHER_EXPLICIT,€1.25m,0,OUT
TM-2023-00097,2023/24,199258,Andrea Petagna,2919,AC Monza,1390,Cagliari Calcio,LOAN,loan transfer,1,IN+OUT
TM-2023-00098,2023/24,199258,Andrea Petagna,2919,AC Monza,6195,SSC Napoli,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,1,IN+OUT
TM-2023-00099,2023/24,199258,Andrea Petagna,6195,SSC Napoli,2919,AC Monza,PERMANENT_OR_OTHER_EXPLICIT,€9.70m,1,IN+OUT
TM-2023-00100,2023/24,199927,Davide Biraschi,252,Genoa CFC,6646,Fatih Karagümrük,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00101,2023/24,199927,Davide Biraschi,6646,Fatih Karagümrük,252,Genoa CFC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00102,2023/24,199976,Marco Sportiello,800,Atalanta BC,5,AC Milan,FREE_TRANSFER,free transfer,1,IN+OUT
TM-2023-00103,2023/24,20005,Papu Gómez,515,Without Club,2919,AC Monza,FREE_AGENT_OR_END_OF_CONTRACT,-,0,IN
TM-2023-00104,2023/24,200174,Roberto Insigne,8970,Frosinone Calcio,458,Palermo FC,PERMANENT_OR_OTHER_EXPLICIT,€1.00m,0,OUT
TM-2023-00105,2023/24,200188,Mattia Aramu,252,Genoa CFC,332,SSC Bari,LOAN,loan transfer,0,OUT
TM-2023-00106,2023/24,200188,Mattia Aramu,252,Genoa CFC,607,Venezia FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00107,2023/24,200188,Mattia Aramu,607,Venezia FC,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€2.50m,0,IN
TM-2023-00108,2023/24,201040,Marco Benassi,2239,US Cremonese,430,ACF Fiorentina,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00109,2023/24,201040,Marco Benassi,430,ACF Fiorentina,,Retired,RETIREMENT,-,0,OUT
TM-2023-00110,2023/24,202886,Ruben Loftus-Cheek,631,Chelsea FC,5,AC Milan,PERMANENT_OR_OTHER_EXPLICIT,€18.90m,0,IN
TM-2023-00111,2023/24,203842,Viktor Kovalenko,3522,Spezia Calcio,800,Atalanta BC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00112,2023/24,203842,Viktor Kovalenko,800,Atalanta BC,749,FC Empoli,LOAN,loan transfer,1,IN+OUT
TM-2023-00113,2023/24,204069,Milan Škriniar,46,Inter Milan,583,Paris Saint-Germain,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00114,2023/24,205809,Marcus Rohdén,8970,Frosinone Calcio,6646,Fatih Karagümrük,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00115,2023/24,205940,Marko Pjaca,506,Juventus FC,144,HNK Rijeka,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00116,2023/24,205940,Marko Pjaca,749,FC Empoli,506,Juventus FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,1,IN+OUT
TM-2023-00117,2023/24,207877,Ruslan Malinovskyi,244,Olympique Marseille,252,Genoa CFC,LOAN,Loan fee: €3.00m,0,IN
TM-2023-00118,2023/24,207877,Ruslan Malinovskyi,244,Olympique Marseille,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€7.70m,0,IN
TM-2023-00119,2023/24,207877,Ruslan Malinovskyi,244,Olympique Marseille,800,Atalanta BC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00120,2023/24,207877,Ruslan Malinovskyi,252,Genoa CFC,244,Olympique Marseille,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/01/2024,0,OUT
TM-2023-00121,2023/24,207877,Ruslan Malinovskyi,800,Atalanta BC,244,Olympique Marseille,PERMANENT_OR_OTHER_EXPLICIT,€10.00m,0,OUT
TM-2023-00122,2023/24,208172,Mateusz Wieteska,3524,Clermont Foot 63,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,€5.30m,0,IN
TM-2023-00123,2023/24,208690,George Pușcaș,1032,Reading FC,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€2.50m,0,IN
TM-2023-00124,2023/24,208690,George Pușcaș,252,Genoa CFC,1032,Reading FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00125,2023/24,208690,George Pușcaș,252,Genoa CFC,332,SSC Bari,LOAN,Loan fee: €600k,0,OUT
TM-2023-00126,2023/24,210178,Pablo Marí,11,Arsenal FC,2919,AC Monza,PERMANENT_OR_OTHER_EXPLICIT,€6.20m,0,IN
TM-2023-00127,2023/24,210178,Pablo Marí,2919,AC Monza,11,Arsenal FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00128,2023/24,215167,Marco Bleve,1005,US Lecce,4159,Carrarese Calcio 1908,LOAN,loan transfer,0,OUT
TM-2023-00129,2023/24,215649,Mirko Marić,2919,AC Monza,144,HNK Rijeka,LOAN,loan transfer,0,OUT
TM-2023-00130,2023/24,216179,Stefano Sensi,2919,AC Monza,46,Inter Milan,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,1,IN+OUT
TM-2023-00131,2023/24,216569,Jérémie Boga,800,Atalanta BC,417,OGC Nice,PERMANENT_OR_OTHER_EXPLICIT,€17.50m,0,OUT
TM-2023-00132,2023/24,216599,Domen Crnigoj,380,US Salernitana 1919,607,Venezia FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00133,2023/24,223974,Stefan Posch,1025,Bologna FC 1909,533,TSG 1899 Hoffenheim,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00134,2023/24,223974,Stefan Posch,533,TSG 1899 Hoffenheim,1025,Bologna FC 1909,PERMANENT_OR_OTHER_EXPLICIT,€5.00m,0,IN
TM-2023-00135,2023/24,225963,Lautaro Giannetti,1029,CA Vélez Sarsfield,410,Udinese Calcio,FREE_TRANSFER,free transfer,0,IN
TM-2023-00136,2023/24,226025,Luca Mazzitelli,2919,AC Monza,8970,Frosinone Calcio,PERMANENT_OR_OTHER_EXPLICIT,?,1,IN+OUT
TM-2023-00137,2023/24,226025,Luca Mazzitelli,8970,Frosinone Calcio,2919,AC Monza,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,1,IN+OUT
TM-2023-00138,2023/24,226058,Luka Bogdan,1103,Ternana Calcio,380,US Salernitana 1919,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00139,2023/24,226058,Luka Bogdan,380,US Salernitana 1919,1103,Ternana Calcio,PERMANENT_OR_OTHER_EXPLICIT,€600k,0,OUT
TM-2023-00140,2023/24,22628,Benoît Costil,1082,LOSC Lille,380,US Salernitana 1919,FREE_TRANSFER,free transfer,0,IN
TM-2023-00141,2023/24,226524,Morten Thorsby,89,1.FC Union Berlin,252,Genoa CFC,LOAN,Loan fee: €350k,0,IN
TM-2023-00142,2023/24,227081,Joaquín Correa,46,Inter Milan,244,Olympique Marseille,LOAN,Loan fee: €2.00m,0,OUT
TM-2023-00143,2023/24,227347,Valentin Antov,2919,AC Monza,2239,US Cremonese,LOAN,Loan fee: €350k,0,OUT
TM-2023-00144,2023/24,228761,Jony,2448,Sporting Gijón,398,SS Lazio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00145,2023/24,228761,Jony,398,SS Lazio,7077,FC Cartagena,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00146,2023/24,232418,Ondrej Duda,276,Hellas Verona,3,1.FC Köln,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00147,2023/24,232418,Ondrej Duda,3,1.FC Köln,276,Hellas Verona,PERMANENT_OR_OTHER_EXPLICIT,€3.10m,0,IN
TM-2023-00148,2023/24,234509,André Onana,46,Inter Milan,985,Manchester United,PERMANENT_OR_OTHER_EXPLICIT,€50.20m,0,OUT
TM-2023-00149,2023/24,236490,Ola Aina,416,Torino FC,703,Nottingham Forest,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00150,2023/24,237666,Silvan Hefti,252,Genoa CFC,969,Montpellier HSC,LOAN,Loan fee: €430k,0,OUT
TM-2023-00151,2023/24,238537,Wladimiro Falcone,1005,US Lecce,1038,UC Sampdoria,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023 €1.25m,0,OUT
TM-2023-00152,2023/24,238537,Wladimiro Falcone,1038,UC Sampdoria,1005,US Lecce,PERMANENT_OR_OTHER_EXPLICIT,€4.00m,0,IN
TM-2023-00153,2023/24,238947,Elio Capradossi,1390,Cagliari Calcio,5514,Calcio Lecco 1912,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00154,2023/24,238981,Vittorio Parigini,1047,Como 1907,252,Genoa CFC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00155,2023/24,238981,Vittorio Parigini,252,Genoa CFC,9439,Feralpisalò,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00156,2023/24,238993,Simone Scuffet,7769,CFR Cluj,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,€2.00m,0,IN
TM-2023-00157,2023/24,239099,Pietro Ceccaroni,1005,US Lecce,607,Venezia FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00158,2023/24,240219,Lorenzo Venuti,430,ACF Fiorentina,1005,US Lecce,FREE_TRANSFER,free transfer,1,IN+OUT
TM-2023-00159,2023/24,240252,Karlo Lulic,8970,Frosinone Calcio,332,SSC Bari,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2023-00160,2023/24,240349,Cristiano Lombardi,4271,US Triestina,398,SS Lazio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00161,2023/24,240934,Filippo Bandinelli,749,FC Empoli,3522,Spezia Calcio,PERMANENT_OR_OTHER_EXPLICIT,€2.50m,0,OUT
TM-2023-00162,2023/24,241076,Emmanuel Gyasi,3522,Spezia Calcio,749,FC Empoli,PERMANENT_OR_OTHER_EXPLICIT,€2.00m,0,IN
TM-2023-00163,2023/24,241527,Federico Bonazzoli,380,US Salernitana 1919,276,Hellas Verona,LOAN,loan transfer,1,IN+OUT
TM-2023-00164,2023/24,241889,Antonio Barreca,1390,Cagliari Calcio,1038,UC Sampdoria,FREE_TRANSFER,free transfer,0,OUT
TM-2023-00165,2023/24,242813,Filip Jagiełło,252,Genoa CFC,3522,Spezia Calcio,LOAN,loan transfer,0,OUT
TM-2023-00166,2023/24,242940,Edoardo Goldaniga,1390,Cagliari Calcio,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,€1.43m,0,OUT
TM-2023-00167,2023/24,244491,Stefano Gori,506,Juventus FC,2919,AC Monza,LOAN,loan transfer,1,IN+OUT
TM-2023-00168,2023/24,244491,Stefano Gori,839,AC Perugia Calcio,506,Juventus FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00169,2023/24,245078,Nemanja Radonjic,244,Olympique Marseille,416,Torino FC,PERMANENT_OR_OTHER_EXPLICIT,€1.70m,0,IN
TM-2023-00170,2023/24,245078,Nemanja Radonjic,416,Torino FC,237,RCD Mallorca,LOAN,loan transfer,0,OUT
TM-2023-00171,2023/24,245078,Nemanja Radonjic,416,Torino FC,244,Olympique Marseille,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,OUT
TM-2023-00172,2023/24,247377,Kevin Bonifazi,1025,Bologna FC 1909,8970,Frosinone Calcio,LOAN,loan transfer,1,IN+OUT
TM-2023-00173,2023/24,247652,Shon Weissman,16795,Granada CF,380,US Salernitana 1919,LOAN,loan transfer,0,IN
TM-2023-00174,2023/24,250153,Pasquale Mazzocchi,380,US Salernitana 1919,6195,SSC Napoli,PERMANENT_OR_OTHER_EXPLICIT,€3.00m,1,IN+OUT
TM-2023-00175,2023/24,250683,Nikita Contini,1386,LFA Reggio Calabria,6195,SSC Napoli,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2023,0,IN
TM-2023-00176,2023/24,251878,Aarón Martín,39,1.FSV Mainz 05,252,Genoa CFC,FREE_TRANSFER,free transfer,0,IN
TM-2023-00177,2023/24,25488,Antonio Candreva,1038,UC Sampdoria,380,US Salernitana 1919,PERMANENT_OR_OTHER_EXPLICIT,€500k,0,IN
