event_id,season,player_id,player_name,from_club_id,from_club,to_club_id,to_club,semantic_type,fee_text,paired_internal_faces,source_faces
TM-2025-00041,2025/26,1058363,Christian Comotto,10958,AC Milan Primavera,5,AC Milan,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00042,2025/26,1058363,Christian Comotto,5,AC Milan,3522,Spezia Calcio,LOAN,loan transfer,0,OUT
TM-2025-00043,2025/26,1058368,Francesco Camarda,41107,Milan Futuro,5,AC Milan,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00044,2025/26,1058368,Francesco Camarda,5,AC Milan,1005,US Lecce,LOAN,loan transfer,1,IN+OUT
TM-2025-00045,2025/26,1059298,Côme Bianay Balcot,1103,Ternana Calcio,416,Torino FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 13/01/2026,0,IN
TM-2025-00046,2025/26,1059298,Côme Bianay Balcot,416,Torino FC,1103,Ternana Calcio,LOAN,loan transfer,0,OUT
TM-2025-00047,2025/26,1059298,Côme Bianay Balcot,416,Torino FC,2581,Mantova 1911,LOAN,loan transfer,0,OUT
TM-2025-00048,2025/26,1059298,Côme Bianay Balcot,4271,US Triestina,416,Torino FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00049,2025/26,1061820,Lorenzo Venturino,252,Genoa CFC,12,AS Roma,LOAN,loan transfer,1,IN+OUT
TM-2025-00050,2025/26,1063011,Gabriele Pessolani,252,Genoa CFC,4553,US Pergolettese 1932,LOAN,loan transfer,0,OUT
TM-2025-00051,2025/26,1063011,Gabriele Pessolani,52687,Alcione Milano,252,Genoa CFC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00052,2025/26,1070284,Emerick Lopes,52687,Alcione Milano,6574,US Sassuolo,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2026,0,IN
TM-2025-00053,2025/26,1072279,Salvatore Dore,2239,US Cremonese,4553,US Pergolettese 1932,LOAN,loan transfer,0,OUT
TM-2025-00054,2025/26,1072279,Salvatore Dore,30066,FC Legnago Salus,2239,US Cremonese,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00055,2025/26,1073023,Radoslaw Zelezny,11008,Juventus Primavera,12,AS Roma,FREE_TRANSFER,free transfer,0,IN
TM-2025-00056,2025/26,1074917,Jonathan Silva,4083,FC Crotone,416,Torino FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00057,2025/26,1074917,Jonathan Silva,416,Torino FC,3037,Calcio Padova,LOAN,loan transfer,0,OUT
TM-2025-00058,2025/26,1077175,Honest Ahanor,252,Genoa CFC,800,Atalanta BC,PERMANENT_OR_OTHER_EXPLICIT,€16.00m,1,IN+OUT
TM-2025-00059,2025/26,1077262,Andrea Pavanello,26883,USD Sestri Levante 1919,4172,Pisa Sporting Club,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00060,2025/26,1077262,Andrea Pavanello,4172,Pisa Sporting Club,5542,CPR Ospitaletto,LOAN,loan transfer,0,OUT
TM-2025-00061,2025/26,1082519,Charlys,276,Hellas Verona,5621,AC Reggiana 1919,LOAN,loan transfer,0,OUT
TM-2025-00062,2025/26,1082519,Charlys,4031,Cosenza Calcio,276,Hellas Verona,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00063,2025/26,1082581,Pedro Felipe,41101,Juventus Next Gen,6574,US Sassuolo,LOAN,loan transfer,0,IN
TM-2025-00064,2025/26,1082774,Amorim,2521,FC Alverca,252,Genoa CFC,PERMANENT_OR_OTHER_EXPLICIT,€7.50m,0,IN
TM-2025-00065,2025/26,1083069,Isaac,330,Clube Atlético Mineiro,276,Hellas Verona,FREE_TRANSFER,free transfer,0,IN
TM-2025-00066,2025/26,1083164,Lior Kassa,252,Genoa CFC,1064,Maccabi Haifa,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,OUT
TM-2025-00067,2025/26,1086619,Giovanni Leoni,130,Parma Calcio 1913,31,Liverpool FC,PERMANENT_OR_OTHER_EXPLICIT,€29.45m,0,OUT
TM-2025-00068,2025/26,1099924,Yael Trepy,11676,Cagliari Primavera,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00069,2025/26,1104206,Agustín Albarracín,18074,CA Boston River,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,€2.00m,0,IN
TM-2025-00070,2025/26,1110645,Filipe Bordon,398,SS Lazio,4554,FC Südtirol,LOAN,loan transfer,0,OUT
TM-2025-00071,2025/26,1111663,Kingstone Mutandwa,1390,Cagliari Calcio,266,SV Ried,LOAN,loan transfer,0,OUT
TM-2025-00072,2025/26,1118086,Sebastian Esposito,1005,US Lecce,7006,Melbourne Victory,LOAN,loan transfer,0,OUT
TM-2025-00073,2025/26,1118347,Juan Arizala,10093,Independiente Medellín,410,Udinese Calcio,PERMANENT_OR_OTHER_EXPLICIT,€3.00m,0,IN
TM-2025-00074,2025/26,1129198,Eivind Helland,1100,SK Brann,1025,Bologna FC 1909,PERMANENT_OR_OTHER_EXPLICIT,€7.00m,0,IN
TM-2025-00075,2025/26,1131161,Robinio Vaz,244,Olympique Marseille,12,AS Roma,PERMANENT_OR_OTHER_EXPLICIT,€22.00m,0,IN
TM-2025-00076,2025/26,1134304,Joseph Liteta,11676,Cagliari Primavera,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00077,2025/26,1144700,Matías Moreno,430,ACF Fiorentina,3368,Levante UD,LOAN,loan transfer,0,OUT
TM-2025-00078,2025/26,115763,Koray Günter,1467,Göztepe,276,Hellas Verona,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00079,2025/26,115763,Koray Günter,276,Hellas Verona,71665,Al-Okhdood Club,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00080,2025/26,1159022,Mateus Lusuardi,4172,Pisa Sporting Club,5621,AC Reggiana 1919,LOAN,loan transfer,0,OUT
TM-2025-00081,2025/26,1159022,Mateus Lusuardi,8970,Frosinone Calcio,4172,Pisa Sporting Club,PERMANENT_OR_OTHER_EXPLICIT,€500k,0,IN
TM-2025-00082,2025/26,1159864,Mariano Troilo,2417,Club Atlético Belgrano,130,Parma Calcio 1913,PERMANENT_OR_OTHER_EXPLICIT,€7.98m,0,IN
TM-2025-00083,2025/26,1170286,Darryl Bakola,244,Olympique Marseille,6574,US Sassuolo,PERMANENT_OR_OTHER_EXPLICIT,€10.00m,0,IN
TM-2025-00084,2025/26,1175410,Matías Pérez,19027,Curicó Unido,1005,US Lecce,PERMANENT_OR_OTHER_EXPLICIT,€525k,0,IN
TM-2025-00085,2025/26,1178016,Andrea Primasso,26883,USD Sestri Levante 1919,4172,Pisa Sporting Club,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00086,2025/26,1178016,Andrea Primasso,4172,Pisa Sporting Club,7030,Vis Pesaro 1898,LOAN,loan transfer,0,OUT
TM-2025-00087,2025/26,1178488,Idrissa Gueye,347,FC Metz,410,Udinese Calcio,LOAN,Loan fee: €4.00m,0,IN
TM-2025-00088,2025/26,1188619,Alessio Cacciamani,12130,Torino Primavera,416,Torino FC,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00089,2025/26,1188619,Alessio Cacciamani,416,Torino FC,5587,SS Juve Stabia,LOAN,loan transfer,0,OUT
TM-2025-00090,2025/26,1190411,Jesús Rodríguez,150,Real Betis Balompié,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,€22.50m,0,IN
TM-2025-00091,2025/26,1191069,Louis Buffon,14821,Pisa Primavera,4172,Pisa Sporting Club,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00092,2025/26,1191069,Louis Buffon,4172,Pisa Sporting Club,14888,US Città di Pontedera,LOAN,loan transfer,0,OUT
TM-2025-00093,2025/26,1191520,Nils Zätterström,350,Sheffield United,252,Genoa CFC,LOAN,loan transfer,0,IN
TM-2025-00094,2025/26,1195798,Mathias Ferrante,55434,SSD NovaRomentin,6195,SSC Napoli,PERMANENT_OR_OTHER_EXPLICIT,€100k,0,IN
TM-2025-00095,2025/26,1202971,Riccardo Bassanini,14888,US Città di Pontedera,4172,Pisa Sporting Club,LOAN_RETURN_OR_END_OF_LOAN,End of loan 01/02/2026,0,IN
TM-2025-00096,2025/26,1202971,Riccardo Bassanini,4172,Pisa Sporting Club,14888,US Città di Pontedera,LOAN,loan transfer,0,OUT
TM-2025-00097,2025/26,1202971,Riccardo Bassanini,4172,Pisa Sporting Club,5174,Pavia Calcio 1911,LOAN,loan transfer,0,OUT
TM-2025-00098,2025/26,1202971,Riccardo Bassanini,44223,AS Giana Erminio,4172,Pisa Sporting Club,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00099,2025/26,1210116,Abdoulaye Camara,10852,Montpellier HSC U19,410,Udinese Calcio,PERMANENT_OR_OTHER_EXPLICIT,€1.20m,0,IN
TM-2025-00100,2025/26,1228231,Juan Rodríguez,861,CA Peñarol,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,€4.00m,0,IN
TM-2025-00101,2025/26,1231354,Jeremy Mbambi,4172,Pisa Sporting Club,14888,US Città di Pontedera,LOAN,loan transfer,0,OUT
TM-2025-00102,2025/26,1231354,Jeremy Mbambi,66532,KAA Gent U18,4172,Pisa Sporting Club,PERMANENT_OR_OTHER_EXPLICIT,€500k,0,IN
TM-2025-00103,2025/26,1231993,Adrian Lahdo,1059,Hammarby IF,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,€11.94m,0,IN
TM-2025-00104,2025/26,124555,Cristiano Biraghi,416,Torino FC,430,ACF Fiorentina,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,1,IN+OUT
TM-2025-00105,2025/26,124555,Cristiano Biraghi,430,ACF Fiorentina,416,Torino FC,PERMANENT_OR_OTHER_EXPLICIT,€260k,1,IN+OUT
TM-2025-00106,2025/26,125020,José Luis Palomino,1390,Cagliari Calcio,3938,CA Talleres,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00107,2025/26,1259706,Henrique Menke,15083,SC Internacional U20,1047,Como 1907,LOAN,loan transfer,0,IN
TM-2025-00108,2025/26,127217,Alessandro Berardi,276,Hellas Verona,,Retired,RETIREMENT,-,0,OUT
TM-2025-00109,2025/26,128223,Álvaro Morata,141,Galatasaray,5,AC Milan,LOAN_RETURN_OR_END_OF_LOAN,End of loan 10/08/2025 €5.00m,0,IN
TM-2025-00110,2025/26,128223,Álvaro Morata,5,AC Milan,1047,Como 1907,LOAN,loan transfer,1,IN+OUT
TM-2025-00111,2025/26,129674,Jeremy Toljan,6574,US Sassuolo,3368,Levante UD,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00112,2025/26,1300966,Branimir Mlacic,447,HNK Hajduk Split,410,Udinese Calcio,PERMANENT_OR_OTHER_EXPLICIT,€4.50m,0,IN
TM-2025-00113,2025/26,130360,Simone Verdi,1047,Como 1907,4554,FC Südtirol,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00114,2025/26,130360,Simone Verdi,6574,US Sassuolo,1047,Como 1907,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,1,IN+OUT
TM-2025-00115,2025/26,130365,Alessandro Florenzi,5,AC Milan,,Retired,RETIREMENT,-,0,OUT
TM-2025-00116,2025/26,1315458,Fallou Cham,22048,Scafatese Calcio 1922,276,Hellas Verona,PERMANENT_OR_OTHER_EXPLICIT,?,0,IN
TM-2025-00117,2025/26,131951,Kevin Lasagna,276,Hellas Verona,3037,Calcio Padova,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2025-00118,2025/26,131951,Kevin Lasagna,332,SSC Bari,276,Hellas Verona,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00119,2025/26,1355285,Arthur Borghi,14876,SC Corinthians U20,276,Hellas Verona,FREE_TRANSFER,free transfer,0,IN
TM-2025-00120,2025/26,135747,Luca Lezzerini,19,Brescia Calcio (- 2025),430,ACF Fiorentina,FREE_TRANSFER,free transfer,0,IN
TM-2025-00121,2025/26,1371793,Paul Mendy,11676,Cagliari Primavera,1390,Cagliari Calcio,PERMANENT_OR_OTHER_EXPLICIT,-,0,IN
TM-2025-00122,2025/26,143812,Matías Vecino,398,SS Lazio,940,Celta de Vigo,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00123,2025/26,144244,Pantelis Hatzidiakos,1390,Cagliari Calcio,190,FC Copenhagen,PERMANENT_OR_OTHER_EXPLICIT,€1.50m,0,OUT
TM-2025-00124,2025/26,144244,Pantelis Hatzidiakos,190,FC Copenhagen,1390,Cagliari Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00125,2025/26,148372,Nicolae Stanciu,252,Genoa CFC,98080,Dalian Yingbo,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00126,2025/26,148372,Nicolae Stanciu,50532,Damac FC,252,Genoa CFC,FREE_TRANSFER,free transfer,0,IN
TM-2025-00127,2025/26,15452,Raúl Albiol,515,Without Club,4172,Pisa Sporting Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,IN
TM-2025-00128,2025/26,161011,Filip Kostic,36,Fenerbahce,506,Juventus FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 10/06/2025,0,IN
TM-2025-00129,2025/26,162959,Daniele Rugani,506,Juventus FC,430,ACF Fiorentina,LOAN,Loan fee: €500k,1,IN+OUT
TM-2025-00130,2025/26,162959,Daniele Rugani,610,Ajax Amsterdam,506,Juventus FC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 10/06/2025,0,IN
TM-2025-00131,2025/26,166237,Leandro Paredes,12,AS Roma,189,CA Boca Juniors,PERMANENT_OR_OTHER_EXPLICIT,€3.00m,0,OUT
TM-2025-00132,2025/26,167727,Andrea Belotti,1047,Como 1907,1390,Cagliari Calcio,FREE_TRANSFER,free transfer,1,IN+OUT
TM-2025-00133,2025/26,167727,Andrea Belotti,294,SL Benfica,1047,Como 1907,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00134,2025/26,167741,Mattia Valoti,2239,US Cremonese,3522,Spezia Calcio,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2025-00135,2025/26,170481,Jean-Daniel Akpa Akpro,2919,AC Monza,398,SS Lazio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00136,2025/26,170481,Jean-Daniel Akpa Akpro,398,SS Lazio,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2025-00137,2025/26,170481,Jean-Daniel Akpa Akpro,515,Without Club,276,Hellas Verona,FREE_AGENT_OR_END_OF_CONTRACT,-,0,IN
TM-2025-00138,2025/26,176139,Mattia Bani,252,Genoa CFC,458,Palermo FC,PERMANENT_OR_OTHER_EXPLICIT,€1.50m,0,OUT
TM-2025-00139,2025/26,180805,Zan Majer,2239,US Cremonese,2581,Mantova 1911,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00140,2025/26,181768,Hernani,130,Parma Calcio 1913,2919,AC Monza,PERMANENT_OR_OTHER_EXPLICIT,€5.00m,0,OUT
TM-2025-00141,2025/26,182517,Anthony Partipilo,130,Parma Calcio 1913,332,SSC Bari,LOAN,loan transfer,0,OUT
TM-2025-00142,2025/26,182517,Anthony Partipilo,8970,Frosinone Calcio,130,Parma Calcio 1913,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00143,2025/26,182913,Adrien Rabiot,244,Olympique Marseille,5,AC Milan,PERMANENT_OR_OTHER_EXPLICIT,€7.00m,0,IN
TM-2025-00144,2025/26,184892,Florian Thauvin,410,Udinese Calcio,826,RC Lens,PERMANENT_OR_OTHER_EXPLICIT,€6.00m,0,OUT
TM-2025-00145,2025/26,187587,Ante Rebić,1005,US Lecce,447,HNK Hajduk Split,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00146,2025/26,192616,Ulisses Garcia,244,Olympique Marseille,6574,US Sassuolo,LOAN,loan transfer,0,IN
TM-2025-00147,2025/26,195335,Michele Castagnetti,2239,US Cremonese,1429,Cesena FC,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2025-00148,2025/26,197300,Federico Bernardeschi,11141,Toronto FC,1025,Bologna FC 1909,FREE_TRANSFER,free transfer,0,IN
TM-2025-00149,2025/26,197471,Roberto Gagliardini,515,Without Club,276,Hellas Verona,FREE_AGENT_OR_END_OF_CONTRACT,-,0,IN
TM-2025-00150,2025/26,197473,Alberto Grassi,749,FC Empoli,2239,US Cremonese,PERMANENT_OR_OTHER_EXPLICIT,€1.00m,0,IN
TM-2025-00151,2025/26,197751,Alberto Cerri,1047,Como 1907,1429,Cesena FC,PERMANENT_OR_OTHER_EXPLICIT,?,0,OUT
TM-2025-00152,2025/26,197751,Alberto Cerri,380,US Salernitana 1919,1047,Como 1907,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00153,2025/26,197838,Jamie Vardy,1003,Leicester City,2239,US Cremonese,FREE_TRANSFER,free transfer,0,IN
TM-2025-00154,2025/26,199733,Danilo Cataldi,430,ACF Fiorentina,398,SS Lazio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,1,IN+OUT
TM-2025-00155,2025/26,199941,Andrea Beghetto,2655,LR Vicenza,4172,Pisa Sporting Club,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00156,2025/26,199941,Andrea Beghetto,4172,Pisa Sporting Club,7030,Vis Pesaro 1898,LOAN,loan transfer,0,OUT
TM-2025-00157,2025/26,199976,Marco Sportiello,5,AC Milan,800,Atalanta BC,PERMANENT_OR_OTHER_EXPLICIT,€800k,1,IN+OUT
TM-2025-00158,2025/26,200188,Mattia Aramu,252,Genoa CFC,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2025-00159,2025/26,200188,Mattia Aramu,2581,Mantova 1911,252,Genoa CFC,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00160,2025/26,207929,Dele Alli,1047,Como 1907,515,Without Club,FREE_AGENT_OR_END_OF_CONTRACT,-,0,OUT
TM-2025-00161,2025/26,208172,Mateusz Wieteska,1091,PAOK Thessaloniki,1390,Cagliari Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00162,2025/26,208172,Mateusz Wieteska,120,Kocaelispor,1390,Cagliari Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 07/05/2026,0,IN
TM-2025-00163,2025/26,208172,Mateusz Wieteska,1390,Cagliari Calcio,120,Kocaelispor,LOAN,loan transfer,0,OUT
TM-2025-00164,2025/26,210178,Pablo Marí,430,ACF Fiorentina,1114,Al-Hilal SFC,PERMANENT_OR_OTHER_EXPLICIT,€2.00m,0,OUT
TM-2025-00165,2025/26,215167,Marco Bleve,1005,US Lecce,4159,Carrarese Calcio 1908,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00166,2025/26,215167,Marco Bleve,4159,Carrarese Calcio 1908,1005,US Lecce,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00167,2025/26,216569,Jérémie Boga,417,OGC Nice,506,Juventus FC,LOAN,loan transfer,0,IN
TM-2025-00168,2025/26,218306,César Falletti,2239,US Cremonese,2581,Mantova 1911,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00169,2025/26,218306,César Falletti,332,SSC Bari,2239,US Cremonese,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,IN
TM-2025-00170,2025/26,223974,Stefan Posch,1025,Bologna FC 1909,1047,Como 1907,LOAN,Loan fee: €500k,1,IN+OUT
TM-2025-00171,2025/26,223974,Stefan Posch,1025,Bologna FC 1909,1047,Como 1907,PERMANENT_OR_OTHER_EXPLICIT,€5.90m,1,IN+OUT
TM-2025-00172,2025/26,223974,Stefan Posch,1047,Como 1907,1025,Bologna FC 1909,LOAN_RETURN_OR_END_OF_LOAN,End of loan 20/01/2026,1,IN+OUT
TM-2025-00173,2025/26,223974,Stefan Posch,1047,Como 1907,39,1.FSV Mainz 05,LOAN,Loan fee: €200k,0,OUT
TM-2025-00174,2025/26,223974,Stefan Posch,800,Atalanta BC,1025,Bologna FC 1909,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,1,IN+OUT
TM-2025-00175,2025/26,225873,Karol Linetty,416,Torino FC,120,Kocaelispor,FREE_TRANSFER,free transfer,0,OUT
TM-2025-00176,2025/26,225963,Lautaro Giannetti,410,Udinese Calcio,589,Antalyaspor,PERMANENT_OR_OTHER_EXPLICIT,€500k,0,OUT
TM-2025-00177,2025/26,226025,Luca Mazzitelli,1047,Como 1907,1390,Cagliari Calcio,LOAN,loan transfer,1,IN+OUT
TM-2025-00178,2025/26,226025,Luca Mazzitelli,1047,Como 1907,8970,Frosinone Calcio,LOAN_RETURN_OR_END_OF_LOAN,End of loan 30/06/2025,0,OUT
